Associated Gene Name	Chromosome Name	Gene Start (bp)	Gene End (bp)	GO Term Accession	GO Term Name	GO Term Evidence Code	GO domain	GO Term Definition
RELN	7	103112231	103629963	GO:0005737	cytoplasm	IEA	cellular_component	"All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures." [ISBN:0198547684]
RELN	7	103112231	103629963	GO:0007420	brain development	IEA	biological_process	"The process whose specific outcome is the progression of the brain over time, from its formation to the mature structure. Brain development begins with patterning events in the neural tube and ends with the mature structure that is the center of thought and emotion. The brain is responsible for the coordination and control of bodily activities and the interpretation of information from the senses (sight, hearing, smell, etc.)." [GOC:dph, GOC:jid, GOC:tb, UBERON:0000955]
RELN	7	103112231	103629963	GO:0018108	peptidyl-tyrosine phosphorylation	IEA	biological_process	"The phosphorylation of peptidyl-tyrosine to form peptidyl-O4'-phospho-L-tyrosine." [RESID:AA0039]
RELN	7	103112231	103629963	GO:0005615	extracellular space	IEA	cellular_component	"That part of a multicellular organism outside the cells proper, usually taken to be outside the plasma membranes, and occupied by fluid." [ISBN:0198547684]
RELN	7	103112231	103629963	GO:0001764	neuron migration	IEA	biological_process	"The characteristic movement of an immature neuron from germinal zones to specific positions where they will reside as they mature." [CL:0000540, GOC:go_curators]
RELN	7	103112231	103629963	GO:0007411	axon guidance	IEA	biological_process	"The chemotaxis process that directs the migration of an axon growth cone to a specific target site in response to a combination of attractive and repulsive cues." [ISBN:0878932437]
RELN	7	103112231	103629963	GO:0010468	regulation of gene expression	IEA	biological_process	"Any process that modulates the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product or products (proteins or RNA). This includes the production of an RNA transcript as well as any processing to produce a mature RNA product or an mRNA (for protein-coding genes) and the translation of that mRNA into protein. Some protein processing events may be included when they are required to form an active form of a product from an inactive precursor form." [GOC:dph, GOC:tb]
RELN	7	103112231	103629963	GO:0030900	forebrain development	IEA	biological_process	"The process whose specific outcome is the progression of the forebrain over time, from its formation to the mature structure. The forebrain is the anterior of the three primary divisions of the developing chordate brain or the corresponding part of the adult brain (in vertebrates, includes especially the cerebral hemispheres, the thalamus, and the hypothalamus and especially in higher vertebrates is the main control center for sensory and associative information processing, visceral functions, and voluntary motor functions)." [http://www2.merriam-webster.com/cgi-bin/mwmednlm?book=Medical&va=forebrain]
RELN	7	103112231	103629963	GO:0007417	central nervous system development	IEA	biological_process	"The process whose specific outcome is the progression of the central nervous system over time, from its formation to the mature structure. The central nervous system is the core nervous system that serves an integrating and coordinating function. In vertebrates it consists of the brain, spinal cord and spinal nerves. In those invertebrates with a central nervous system it typically consists of a brain, cerebral ganglia and a nerve cord." [GOC:bf, GOC:jid, ISBN:0582227089]
RELN	7	103112231	103629963	GO:0030425	dendrite	IEA	cellular_component	"A neuron projection that has a short, tapering, often branched, morphology, receives and integrates signals from other neurons or from sensory stimuli, and conducts a nerve impulse towards the axon or the cell body. In most neurons, the impulse is conveyed from dendrites to axon via the cell body, but in some types of unipolar neuron, the impulse does not travel via the cell body." [GOC:dos, GOC:mah, GOC:nln, ISBN:0198506732]
RELN	7	103112231	103629963	GO:0050804	regulation of synaptic transmission	IEA	biological_process	"Any process that modulates the frequency or rate of synaptic transmission, the process of communication from a neuron to a target (neuron, muscle, or secretory cell) across a synapse." [GOC:ai]
RELN	7	103112231	103629963	GO:0048265	response to pain	IEA	biological_process	"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a pain stimulus. Pain stimuli cause activation of nociceptors, peripheral receptors for pain, include receptors which are sensitive to painful mechanical stimuli, extreme heat or cold, and chemical stimuli." [GOC:jid, PMID:10203867, PMID:12723742, PMID:12843304, Wikipedia:Pain]
RELN	7	103112231	103629963	GO:0021987	cerebral cortex development	IEA	biological_process	"The progression of the cerebral cortex over time from its initial formation until its mature state. The cerebral cortex is the outer layered region of the telencephalon." [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, GOC:mtg_15jun06]
RELN	7	103112231	103629963	GO:0010001	glial cell differentiation	IEA	biological_process	"The process in which a relatively unspecialized cell acquires the specialized features of a glial cell." [GOC:go_curators, GOC:mtg_sensu]
RELN	7	103112231	103629963	GO:0016477	cell migration	IEA	biological_process	"The orderly movement of a cell from one site to another, often during the development of a multicellular organism or multicellular structure." [GOC:ems, GOC:pf]
RELN	7	103112231	103629963	GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation	IEA	biological_process	"Any process that activates or increases the frequency, rate or extent of the phosphorylation of peptidyl-tyrosine." [GOC:ai]
RELN	7	103112231	103629963	GO:0000904	cell morphogenesis involved in differentiation	IEA	biological_process	"The change in form (cell shape and size) that occurs when relatively unspecialized cells, e.g. embryonic or regenerative cells, acquire specialized structural and/or functional features that characterize the cells, tissues, or organs of the mature organism or some other relatively stable phase of the organism's life history." [GOC:go_curators]
RELN	7	103112231	103629963	GO:0045860	positive regulation of protein kinase activity	IEA	biological_process	"Any process that activates or increases the frequency, rate or extent of protein kinase activity." [GOC:go_curators]
RELN	7	103112231	103629963	GO:0021766	hippocampus development	IEA	biological_process	"The progression of the hippocampus over time from its initial formation until its mature state." [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, GOC:mtg_15jun06, ISBN:0878937420, UBERON:0002421]
RELN	7	103112231	103629963	GO:0061098	positive regulation of protein tyrosine kinase activity	IEA	biological_process	"Any process that increases the rate, frequency, or extent of protein tyrosine kinase activity." [GOC:dph, GOC:tb]
RELN	7	103112231	103629963	GO:0035418	protein localization to synapse	IEA	biological_process	"Any process in which a protein is transported to, and/or maintained at the synapse, the junction between a nerve fiber of one neuron and another neuron or muscle fiber or glial cell." [GOC:bf]
RELN	7	103112231	103629963	GO:2000463	positive regulation of excitatory postsynaptic membrane potential	IEA	biological_process	"Any process that enhances the establishment or increases the extent of the excitatory postsynaptic potential (EPSP) which is a temporary increase in postsynaptic potential due to the flow of positively charged ions into the postsynaptic cell. The flow of ions that causes an EPSP is an excitatory postsynaptic current (EPSC) and makes it easier for the neuron to fire an action potential." [GOC:bf, GOC:BHF]
RELN	7	103112231	103629963	GO:0051057	positive regulation of small GTPase mediated signal transduction	IEA	biological_process	"Any process that activates or increases the frequency, rate or extent of small GTPase mediated signal transduction." [GOC:ai]
RELN	7	103112231	103629963	GO:0090129	positive regulation of synapse maturation	IEA	biological_process	"Any process that increases the extent of synapse maturation, the process that organizes a synapse so that it attains its fully functional state." [GOC:ascb_2009, GOC:dph, GOC:tb]
RELN	7	103112231	103629963	GO:0021800	cerebral cortex tangential migration	IEA	biological_process	"The migration of cells in the cerebral cortex in which cells move orthogonally to the direction of radial migration and do not use radial glial cell processes as substrates for migration." [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, GOC:mtg_15jun06, PMID:12626695]
RELN	7	103112231	103629963	GO:0021511	spinal cord patterning	IEA	biological_process	"The regionalization process that regulates the coordinated growth and establishes the non-random spatial arrangement of the spinal cord." [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, GOC:mtg_15jun06]
RELN	7	103112231	103629963	GO:0032793	positive regulation of CREB transcription factor activity	IEA	biological_process	"Any process that activates or increases the frequency, rate or extent of activity of the transcription factor CREB." [GOC:dph, GOC:ecd, GOC:tb]
RELN	7	103112231	103629963	GO:0051968	positive regulation of synaptic transmission, glutamatergic	IEA	biological_process	"Any process that activates, maintains or increases the frequency, rate or extent of glutamatergic synaptic transmission, the process of communication from a neuron to another neuron across a synapse using the neurotransmitter glutamate." [GOC:ai]
RELN	7	103112231	103629963	GO:0050795	regulation of behavior	IEA	biological_process	"Any process that modulates the frequency, rate or extent of behavior, the internally coordinated responses (actions or inactions) of whole living organisms (individuals or groups) to internal or external stimuli." [GOC:go_curators, GOC:pr]
RELN	7	103112231	103629963	GO:0070326	very-low-density lipoprotein particle receptor binding	IEA	molecular_function	"Interacting selectively and non-covalently with a very-low-density lipoprotein receptor." [GOC:BHF, GOC:mah]
RELN	7	103112231	103629963	GO:2000310	regulation of N-methyl-D-aspartate selective glutamate receptor activity	IEA	biological_process	"Any process that modulates the frequency, rate or extent of N-methyl-D-aspartate selective glutamate receptor activity." [GOC:BHF]
RELN	7	103112231	103629963	GO:0061003	positive regulation of dendritic spine morphogenesis	IEA	biological_process	"Any process that modulates the rate, frequency, or extent of dendritic spine morphogenesis, the process in which the anatomical structures of a dendritic spine are generated and organized. A dendritic spine is a protrusion from a dendrite and a specialized subcellular compartment involved in synaptic transmission." [GOC:dph]
RELN	7	103112231	103629963	GO:0097477	lateral motor column neuron migration	IEA	biological_process	"The orderly movement of a lateral motor column neuron from one site to another. A lateral motor column neuron is a motor neuron that is generated only on limb levels and send axons into the limb mesenchyme." [CL:0011002, GOC:yaf, PMID:20711475]
RELN	7	103112231	103629963	GO:0038026	reelin-mediated signaling pathway	IEA	biological_process	"A series of molecular signals initiated by the binding of reelin (a secreted glycoprotein) to a receptor on the surface of a target cell, and ending with regulation of a downstream cellular process, e.g. transcription." [GOC:bf, PMID:12827279, PMID:20223215, PR:000013879]
RELN	7	103112231	103629963	GO:2000969	positive regulation of alpha-amino-3-hydroxy-5-methyl-4-isoxazole propionate selective glutamate receptor activity	IEA	biological_process	"Any process that activates or increases the frequency, rate or extent of alpha-amino-3-hydroxy-5-methyl-4-isoxazole propionate selective glutamate receptor activity." [PMID:21423165]
RELN	7	103112231	103629963	GO:0070325	lipoprotein particle receptor binding	IEA	molecular_function	"Interacting selectively and non-covalently with a lipoprotein particle receptor." [GOC:BHF, GOC:rl]
RELN	7	103112231	103629963	GO:1900273	positive regulation of long-term synaptic potentiation	IEA	biological_process	"Any process that activates or increases the frequency, rate or extent of long-term synaptic potentiation." [GOC:BHF, GOC:TermGenie]
RELN	7	103112231	103629963	GO:1902078	positive regulation of lateral motor column neuron migration	IEA	biological_process	"Any process that activates or increases the frequency, rate or extent of lateral motor column neuron migration." [GOC:TermGenie, GOC:yaf, PMID:20711475]
RELN	7	103112231	103629963					
ORC5	7	103766788	103848495	GO:0000082	G1/S transition of mitotic cell cycle	TAS	biological_process	"The mitotic cell cycle transition by which a cell in G1 commits to S phase. The process begins with the build up of G1 cyclin-dependent kinase (G1 CDK), resulting in the activation of transcription of G1 cyclins. The process ends with the positive feedback of the G1 cyclins on the G1 CDK which commits the cell to S phase, in which DNA replication is initiated." [GOC:mtg_cell_cycle]
ORC5	7	103766788	103848495	GO:0003688	DNA replication origin binding	TAS	molecular_function	"Interacting selectively and non-covalently with the DNA replication origin, a unique DNA sequence of a replicon at which DNA replication is initiated and proceeds bidirectionally or unidirectionally." [GOC:curators]
ORC5	7	103766788	103848495	GO:0005664	nuclear origin of replication recognition complex	IDA	cellular_component	"A multisubunit complex that is located at the replication origins of a chromosome in the nucleus." [GOC:elh]
ORC5	7	103766788	103848495	GO:0000808	origin recognition complex	IEA	cellular_component	"A multisubunit complex that is located at the replication origins of a chromosome." [GOC:elh]
ORC5	7	103766788	103848495	GO:0006270	DNA replication initiation	TAS	biological_process	"The process in which DNA-dependent DNA replication is started; this involves the separation of a stretch of the DNA double helix, the recruitment of DNA polymerases and the initiation of polymerase action." [ISBN:071673706X, ISBN:0815316194]
ORC5	7	103766788	103848495	GO:0006260	DNA replication	IEA	biological_process	"The cellular metabolic process in which a cell duplicates one or more molecules of DNA. DNA replication begins when specific sequences, known as origins of replication, are recognized and bound by initiation proteins, and ends when the original DNA molecule has been completely duplicated and the copies topologically separated. The unit of replication usually corresponds to the genome of the cell, an organelle, or a virus. The template for replication can either be an existing DNA molecule or RNA." [GOC:mah]
ORC5	7	103766788	103848495	GO:0005654	nucleoplasm	TAS	cellular_component	"That part of the nuclear content other than the chromosomes or the nucleolus." [GOC:ma, ISBN:0124325653]
ORC5	7	103766788	103848495	GO:0000278	mitotic cell cycle	TAS	biological_process	"Progression through the phases of the mitotic cell cycle, the most common eukaryotic cell cycle, which canonically comprises four successive phases called G1, S, G2, and M and includes replication of the genome and the subsequent segregation of chromosomes into daughter cells. In some variant cell cycles nuclear replication or nuclear division may not be followed by cell division, or G1 and G2 phases may be absent." [GOC:mah, ISBN:0815316194, Reactome:69278]
ORC5	7	103766788	103848495	GO:0005737	cytoplasm	IDA	cellular_component	"All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures." [ISBN:0198547684]
ORC5	7	103766788	103848495	GO:0005524	ATP binding	IEA	molecular_function	"Interacting selectively and non-covalently with ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator." [ISBN:0198506732]
ORC5	7	103766788	103848495	GO:0005515	protein binding	IPI	molecular_function	"Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules)." [GOC:go_curators]
ORC5	7	103766788	103848495	GO:0003674	molecular_function	ND	molecular_function	"Elemental activities, such as catalysis or binding, describing the actions of a gene product at the molecular level. A given gene product may exhibit one or more molecular functions." [GOC:go_curators]
ORC5	7	103766788	103848495	GO:0005634	nucleus	IDA	cellular_component	"A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent." [GOC:go_curators]
ORC5	7	103766788	103848495	GO:0000166	nucleotide binding	TAS	molecular_function	"Interacting selectively and non-covalently with a nucleotide, any compound consisting of a nucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose or deoxyribose." [GOC:mah, ISBN:0198547684]
ORC5	7	103766788	103848495	GO:0005634	nucleus	IEA	cellular_component	"A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent." [GOC:go_curators]
ORC5	7	103766788	103848495	GO:0000808	origin recognition complex	IDA	cellular_component	"A multisubunit complex that is located at the replication origins of a chromosome." [GOC:elh]
ORC5	7	103766788	103848495	GO:0006260	DNA replication	NAS	biological_process	"The cellular metabolic process in which a cell duplicates one or more molecules of DNA. DNA replication begins when specific sequences, known as origins of replication, are recognized and bound by initiation proteins, and ends when the original DNA molecule has been completely duplicated and the copies topologically separated. The unit of replication usually corresponds to the genome of the cell, an organelle, or a virus. The template for replication can either be an existing DNA molecule or RNA." [GOC:mah]
VSTM5	11	93551398	93583697	GO:0016021	integral to membrane	IEA	cellular_component	"Penetrating at least one phospholipid bilayer of a membrane. May also refer to the state of being buried in the bilayer with no exposure outside the bilayer. When used to describe a protein, indicates that all or part of the peptide sequence is embedded in the membrane." [GOC:go_curators]
VSTM5	11	93551398	93583697					
PELI2	14	56584532	56768244	GO:0008063	Toll signaling pathway	IEA	biological_process	"A series of molecular signals initiated by the binding of an extracellular ligand to the receptor Toll on the surface of a target cell, and ending with regulation of a downstream cellular process, e.g. transcription." [GOC:go_curators, PMID:11135568, PMID:19126860]
PELI2	14	56584532	56768244	GO:0034146	toll-like receptor 5 signaling pathway	TAS	biological_process	"Any series of molecular signals generated as a consequence of binding to toll-like receptor 5." [GOC:add, PMID:16551253, PMID:17328678]
PELI2	14	56584532	56768244	GO:0038124	toll-like receptor TLR6:TLR2 signaling pathway	TAS	biological_process	"A series of molecular signals initiated by the binding of a heterodimeric TLR6:TLR2 complex to one of it's physiological ligands, followed by transmission of the signal by the activated receptor, and ending with regulation of a downstream cellular process, e.g. transcription." [GOC:nhn, GOC:signaling, PMID:17318230]
PELI2	14	56584532	56768244	GO:0038123	toll-like receptor TLR1:TLR2 signaling pathway	TAS	biological_process	"A series of molecular signals initiated by the binding of a heterodimeric TLR1:TLR2 complex to one of it's physiological ligands, followed by transmission of the signal by the activated receptor, and ending with regulation of a downstream cellular process, e.g. transcription." [GOC:nhn, GOC:signaling, PMID:17318230]
PELI2	14	56584532	56768244	GO:0034134	toll-like receptor 2 signaling pathway	TAS	biological_process	"Any series of molecular signals generated as a consequence of binding to toll-like receptor 2." [GOC:add, PMID:16551253, PMID:17328678]
PELI2	14	56584532	56768244	GO:0034162	toll-like receptor 9 signaling pathway	TAS	biological_process	"Any series of molecular signals generated as a consequence of binding to toll-like receptor 9." [GOC:add, PMID:16551253, PMID:17328678]
PELI2	14	56584532	56768244	GO:0034142	toll-like receptor 4 signaling pathway	TAS	biological_process	"Any series of molecular signals generated as a consequence of binding to toll-like receptor 4." [GOC:add, PMID:16551253, PMID:17328678]
PELI2	14	56584532	56768244	GO:0034166	toll-like receptor 10 signaling pathway	TAS	biological_process	"Any series of molecular signals generated as a consequence of binding to toll-like receptor 10." [GOC:add, PMID:16551253, PMID:17328678]
PELI2	14	56584532	56768244	GO:0002755	MyD88-dependent toll-like receptor signaling pathway	TAS	biological_process	"Any series of molecular signals generated as a consequence of binding to a toll-like receptor where the MyD88 adaptor molecule mediates transduction of the signal. Toll-like receptors directly bind pattern motifs from a variety of microbial sources to initiate innate immune response." [GOC:add, ISBN:0781735149, PMID:12467241, PMID:12524386, PMID:12855817, PMID:15585605, PMID:15728447]
PELI2	14	56584532	56768244	GO:0043410	positive regulation of MAPK cascade	IDA	biological_process	"Any process that activates or increases the frequency, rate or extent of signal transduction mediated by the MAPK cascade." [GOC:go_curators]
PELI2	14	56584532	56768244	GO:0002224	toll-like receptor signaling pathway	TAS	biological_process	"Any series of molecular signals generated as a consequence of binding to a toll-like receptor. Toll-like receptors directly bind pattern motifs from a variety of microbial sources to initiate innate immune response." [GO_REF:0000022, GOC:add, GOC:mtg_15nov05, ISBN:0781735149, PMID:12467241, PMID:12524386, PMID:12855817, PMID:15585605, PMID:15728447]
PELI2	14	56584532	56768244	GO:0001934	positive regulation of protein phosphorylation	IDA	biological_process	"Any process that activates or increases the frequency, rate or extent of addition of phosphate groups to amino acids within a protein." [GOC:hjd]
PELI2	14	56584532	56768244	GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	TAS	biological_process	"Any process that activates or increases the frequency, rate or extent of I-kappaB kinase/NF-kappaB signaling." [GOC:jl]
PELI2	14	56584532	56768244	GO:0005829	cytosol	TAS	cellular_component	"The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes." [GOC:hgd, GOC:jl]
PELI2	14	56584532	56768244	GO:0045087	innate immune response	TAS	biological_process	"Innate immune responses are defense responses mediated by germline encoded components that directly recognize components of potential pathogens." [GO_REF:0000022, GOC:add, GOC:ebc, GOC:mtg_15nov05, GOC:mtg_sensu]
PELI2	14	56584532	56768244	GO:0016874	ligase activity	IEA	molecular_function	"Catalysis of the joining of two substances, or two groups within a single molecule, with the concomitant hydrolysis of the diphosphate bond in ATP or a similar triphosphate." [EC:6, GOC:mah]
PELI2	14	56584532	56768244	GO:0016567	protein ubiquitination	IEA	biological_process	"The process in which one or more ubiquitin groups are added to a protein." [GOC:ai]
PELI2	14	56584532	56768244	GO:0005515	protein binding	IPI	molecular_function	"Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules)." [GOC:go_curators]
PELI2	14	56584532	56768244	GO:0005515	protein binding	IEA	molecular_function	"Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules)." [GOC:go_curators]
CASQ2	1	116242628	116311402	GO:1901017	negative regulation of potassium ion transmembrane transporter activity	ISS	biological_process	"Any process that stops, prevents or reduces the frequency, rate or extent of potassium ion transmembrane transporter activity." [GOC:BHF, GOC:TermGenie]
CASQ2	1	116242628	116311402	GO:0060306	regulation of membrane repolarization	ISS	biological_process	"Any process that modulates the establishment or extent of a membrane potential in the polarizing direction towards the resting potential, usually from positive to negative." [GOC:BHF, GOC:dph, GOC:mtg_cardiac_conduct_nov11, GOC:tb]
CASQ2	1	116242628	116311402	GO:0051208	sequestering of calcium ion	IDA	biological_process	"The process of binding or confining calcium ions such that they are separated from other components of a biological system." [GOC:ai]
CASQ2	1	116242628	116311402	GO:0034704	calcium channel complex	TAS	cellular_component	"An ion channel complex through which calcium ions pass." [GOC:mah]
CASQ2	1	116242628	116311402	GO:0033018	sarcoplasmic reticulum lumen	IC	cellular_component	"The volume enclosed by the membranes of the sarcoplasmic reticulum." [GOC:rph]
CASQ2	1	116242628	116311402	GO:0014701	junctional sarcoplasmic reticulum membrane	TAS	cellular_component	"The part of the sarcoplasmic reticulum membrane that contains calcium release channels, is devoted to calcium release and is juxtaposed to transverse tubule membrane. The junctional sarcoplasmic reticulum membrane consists of the junctional region of the terminal cisterna membrane." [GOC:mtg_muscle]
CASQ2	1	116242628	116311402	GO:0010649	regulation of cell communication by electrical coupling	IMP	biological_process	"Any process that modulates the frequency, rate or extent of cell communication via electrical coupling. Cell communication via electrical coupling is the process that mediates signaling interactions between one cell and another cell by transfer of current between their adjacent cytoplasms via intercellular protein channels." [GOC:dph, GOC:kmv, GOC:tb]
CASQ2	1	116242628	116311402	GO:0006941	striated muscle contraction	TAS	biological_process	"A process in which force is generated within striated muscle tissue, resulting in the shortening of the muscle. Force generation involves a chemo-mechanical energy conversion step that is carried out by the actin/myosin complex activity, which generates force through ATP hydrolysis. Striated muscle is a type of muscle in which the repeating units (sarcomeres) of the contractile myofibrils are arranged in registry throughout the cell, resulting in transverse or oblique striations observable at the level of the light microscope." [GOC:jl, GOC:mtg_muscle, ISBN:0198506732]
CASQ2	1	116242628	116311402	GO:0005513	detection of calcium ion	TAS	biological_process	"The series of events in which a calcium ion stimulus is received by a cell and converted into a molecular signal." [GOC:pg]
CASQ2	1	116242628	116311402	GO:0086029	Purkinje myocyte to ventricular cardiac muscle cell signaling	NAS	biological_process	"Any process that mediates the transfer of information from a Purkinje myocyte to a ventricular cardiac muscle cell." [GOC:BHF, GOC:mtg_cardiac_conduct_nov11]
CASQ2	1	116242628	116311402	GO:0071313	cellular response to caffeine	IMP	biological_process	"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a caffeine stimulus. Caffeine is an alkaloid found in numerous plant species, where it acts as a natural pesticide that paralyzes and kills certain insects feeding upon them." [GOC:mah]
CASQ2	1	116242628	116311402	GO:0043267	negative regulation of potassium ion transport	ISS	biological_process	"Any process that stops, prevents, or reduces the frequency, rate or extent of the directed movement of potassium ions (K+) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore." [GOC:jl]
CASQ2	1	116242628	116311402	GO:0010881	regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion	IMP	biological_process	"Any process that modulates the frequency, rate or extent of cardiac muscle contraction via the regulation of the release of sequestered calcium ion by sarcoplasmic reticulum into cytosol. The sarcoplasmic reticulum is the endoplasmic reticulum of striated muscle, specialised for the sequestration of calcium ions that are released upon receipt of a signal relayed by the T tubules from the neuromuscular junction." [GOC:BHF, GOC:dph, GOC:tb]
CASQ2	1	116242628	116311402	GO:0060048	cardiac muscle contraction	IMP	biological_process	"Muscle contraction of cardiac muscle tissue." [GOC:dph]
CASQ2	1	116242628	116311402	GO:0002027	regulation of heart rate	IMP	biological_process	"Any process that modulates the frequency or rate of heart contraction." [GOC:dph, GOC:tb, PMID:10358008]
CASQ2	1	116242628	116311402	GO:0030018	Z disc	ISS	cellular_component	"Platelike region of a muscle sarcomere to which the plus ends of actin filaments are attached." [GOC:mtg_muscle, ISBN:0815316194]
CASQ2	1	116242628	116311402	GO:0060315	negative regulation of ryanodine-sensitive calcium-release channel activity	ISS	biological_process	"Any process that decreases the activity of a ryanodine-sensitive calcium-release channel. The ryanodine-sensitive calcium-release channel catalyzes the transmembrane transfer of a calcium ion by a channel that opens when a ryanodine class ligand has been bound by the channel complex or one of its constituent parts." [GOC:BHF, GOC:dph, GOC:tb]
CASQ2	1	116242628	116311402	GO:0005891	voltage-gated calcium channel complex	ISS	cellular_component	"A protein complex that forms a transmembrane channel through which calcium ions may pass in response to changes in membrane potential." [GOC:mah]
CASQ2	1	116242628	116311402	GO:0033017	sarcoplasmic reticulum membrane	TAS	cellular_component	"The lipid bilayer surrounding the sarcoplasmic reticulum." [GOC:rph]
CASQ2	1	116242628	116311402	GO:0010880	regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum	ISS	biological_process	"Any process that modulates the rate, frequency or extent of release of sequestered calcium ion into cytosol by the sarcoplasmic reticulum, the process in which the release of sequestered calcium ion by sarcoplasmic reticulum into cytosol occurs via calcium release channels." [GOC:BHF, GOC:dph, GOC:tb]
CASQ2	1	116242628	116311402	GO:0051258	protein polymerization	IDA	biological_process	"The process of creating protein polymers, compounds composed of a large number of component monomers; polymeric proteins may be made up of different or identical monomers. Polymerization occurs by the addition of extra monomers to an existing poly- or oligomeric protein." [GOC:ai]
CASQ2	1	116242628	116311402	GO:0016529	sarcoplasmic reticulum	ISS	cellular_component	"A fine reticular network of membrane-limited elements that pervades the sarcoplasm of a muscle cell; continuous over large portions of the cell and with the nuclear envelope; that part of the endoplasmic reticulum specialized for calcium release, uptake and storage." [GOC:mtg_muscle, ISBN:0124325653, ISBN:0198547684]
CASQ2	1	116242628	116311402	GO:0034220	ion transmembrane transport	TAS	biological_process	"A process in which an ion is transported from one side of a membrane to the other by means of some agent such as a transporter or pore." [GOC:mah]
CASQ2	1	116242628	116311402	GO:0005622	intracellular	IMP	cellular_component	"The living contents of a cell; the matter contained within (but not including) the plasma membrane, usually taken to exclude large vacuoles and masses of secretory or ingested material. In eukaryotes it includes the nucleus and cytoplasm." [ISBN:0198506732]
CASQ2	1	116242628	116311402	GO:0005509	calcium ion binding	IDA	molecular_function	"Interacting selectively and non-covalently with calcium ions (Ca2+)." [GOC:ai]
CASQ2	1	116242628	116311402	GO:0055085	transmembrane transport	TAS	biological_process	"The process in which a solute is transported from one side of a membrane to the other." [GOC:dph, GOC:jid]
CASQ2	1	116242628	116311402	GO:0005737	cytoplasm	IDA	cellular_component	"All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures." [ISBN:0198547684]
CASQ2	1	116242628	116311402	GO:0042803	protein homodimerization activity	ISS	molecular_function	"Interacting selectively and non-covalently with an identical protein to form a homodimer." [GOC:jl]
CASQ2	1	116242628	116311402	GO:0005515	protein binding	IPI	molecular_function	"Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules)." [GOC:go_curators]
CASQ2	1	116242628	116311402	GO:0030018	Z disc	IEA	cellular_component	"Platelike region of a muscle sarcomere to which the plus ends of actin filaments are attached." [GOC:mtg_muscle, ISBN:0815316194]
CASQ2	1	116242628	116311402	GO:0010881	regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion	IEA	biological_process	"Any process that modulates the frequency, rate or extent of cardiac muscle contraction via the regulation of the release of sequestered calcium ion by sarcoplasmic reticulum into cytosol. The sarcoplasmic reticulum is the endoplasmic reticulum of striated muscle, specialised for the sequestration of calcium ions that are released upon receipt of a signal relayed by the T tubules from the neuromuscular junction." [GOC:BHF, GOC:dph, GOC:tb]
CASQ2	1	116242628	116311402	GO:0043267	negative regulation of potassium ion transport	IEA	biological_process	"Any process that stops, prevents, or reduces the frequency, rate or extent of the directed movement of potassium ions (K+) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore." [GOC:jl]
CASQ2	1	116242628	116311402	GO:0060306	regulation of membrane repolarization	IEA	biological_process	"Any process that modulates the establishment or extent of a membrane potential in the polarizing direction towards the resting potential, usually from positive to negative." [GOC:BHF, GOC:dph, GOC:mtg_cardiac_conduct_nov11, GOC:tb]
CASQ2	1	116242628	116311402	GO:1901017	negative regulation of potassium ion transmembrane transporter activity	IEA	biological_process	"Any process that stops, prevents or reduces the frequency, rate or extent of potassium ion transmembrane transporter activity." [GOC:BHF, GOC:TermGenie]
